2	[(413,117)(440,110)] [(480,110)(500,110)(460,110)]	null null
2	[(413,117)(440,110)] [(480,110)(500,110)(460,110)]	null null
2	[(413,117)(440,110)] [(480,110)(500,110)(460,110)]	null null
3	[(406,124)(433,117)] [(480,110)(500,110)(460,110)]	null null
3	[(406,124)(433,117)] [(480,110)(500,110)(460,110)]	null null
3	[(406,124)(433,117)] [(480,110)(500,110)(460,110)]	null null
4	[(399,131)(426,124)] [(480,110)(500,110)(460,110)]	null null
4	[(399,131)(426,124)] [(480,110)(500,110)(460,110)]	null null
4	[(399,131)(426,124)] [(480,110)(500,110)(460,110)]	null null
5	[(392,138)(419,131)] [(480,110)(500,110)(460,110)]	null null
5	[(392,138)(419,131)] [(480,110)(500,110)(460,110)]	null null
5	[(392,138)(419,131)] [(480,110)(500,110)(460,110)]	null null
6	[(385,145)(412,138)] [(480,110)(500,110)(460,110)]	null null
6	[(385,145)(412,138)] [(480,110)(500,110)(460,110)]	null null
6	[(385,145)(412,138)] [(480,110)(500,110)(460,110)]	null null
7	[(375,146)(405,145)] [(480,110)(500,110)(460,110)]	null null
7	[(375,146)(405,145)] [(480,110)(500,110)(460,110)]	null null
7	[(375,146)(405,145)] [(480,110)(500,110)(460,110)]	null null
8	[(365,146)(395,146)] [(480,110)(500,110)(460,110)]	null null
8	[(364,146)(395,146)] [(480,110)(500,110)(460,110)]	null null
8	[(364,146)(395,146)] [(480,110)(500,110)(460,110)]	null null
2	[(440,110)(413,117)] [(480,110)(500,110)(460,110)]	null null
2	[(440,110)(413,117)] [(480,110)(500,110)(460,110)]	null null
2	[(440,110)(413,117)] [(480,110)(500,110)(460,110)]	null null
3	[(433,117)(406,124)] [(480,110)(500,110)(460,110)]	null null
3	[(433,117)(406,124)] [(480,110)(500,110)(460,110)]	null null
3	[(433,117)(406,124)] [(480,110)(500,110)(460,110)]	null null
4	[(426,124)(399,131)] [(480,110)(500,110)(460,110)]	null null
4	[(426,124)(399,131)] [(480,110)(500,110)(460,110)]	null null
4	[(426,124)(399,131)] [(480,110)(500,110)(460,110)]	null null
5	[(419,131)(392,138)] [(480,110)(500,110)(460,110)]	null null
5	[(419,131)(392,138)] [(480,110)(500,110)(460,110)]	null null
5	[(419,131)(392,138)] [(480,110)(500,110)(460,110)]	null null
6	[(412,138)(385,145)] [(480,110)(500,110)(460,110)]	null null
6	[(412,138)(385,145)] [(480,110)(500,110)(460,110)]	null null
6	[(412,138)(385,145)] [(480,110)(500,110)(460,110)]	null null
7	[(405,145)(375,146)] [(480,110)(500,110)(460,110)]	null null
7	[(405,145)(375,146)] [(480,110)(500,110)(460,110)]	null null
7	[(405,145)(375,146)] [(480,110)(500,110)(460,110)]	null null
8	[(395,146)(365,146)] [(480,110)(500,110)(460,110)]	null null
8	[(395,146)(364,146)] [(480,110)(500,110)(460,110)]	null null
8	[(395,146)(364,146)] [(480,110)(500,110)(460,110)]	null null
2	[(413,117)(459,111)(480,110)(440,110)] [(500,110)]	(448.0,112.0) null
3	[(406,124)(453,117)(473,117)(433,117)] [(500,110)]	(441.0,118.0) null
4	[(399,131)(446,124)(466,124)(426,124)] [(500,110)]	(434.0,125.0) null
5	[(390,140)(439,133)(459,131)(417,133)] [(500,110)]	(427.0,132.0) (439.0,198.0)
2	[(440,110)(413,117)] [(500,110)(460,110)(480,110)]	null null
2	[(440,110)(413,117)] [(500,110)(460,110)(480,110)]	null null
2	[(440,110)(413,117)] [(500,110)(460,110)(480,110)]	null null
3	[(433,117)(406,124)] [(500,110)(460,110)(480,110)]	null null
3	[(433,117)(406,124)] [(500,110)(460,110)(480,110)]	null null
3	[(433,117)(406,124)] [(500,110)(460,110)(480,110)]	null null
4	[(426,124)(399,131)] [(500,110)(460,110)(480,110)]	null null
4	[(426,124)(399,131)] [(500,110)(460,110)(480,110)]	null null
4	[(426,124)(399,131)] [(500,110)(460,110)(480,110)]	null null
5	[(419,131)(392,138)] [(500,110)(460,110)(480,110)]	null null
5	[(419,131)(392,138)] [(500,110)(460,110)(480,110)]	null null
5	[(419,131)(392,138)] [(500,110)(460,110)(480,110)]	null null
6	[(412,138)(385,145)] [(500,110)(460,110)(480,110)]	null null
6	[(412,138)(385,145)] [(500,110)(460,110)(480,110)]	null null
6	[(412,138)(385,145)] [(500,110)(460,110)(480,110)]	null null
7	[(405,145)(375,146)] [(500,110)(460,110)(480,110)]	null null
7	[(405,145)(375,146)] [(500,110)(460,110)(480,110)]	null null
7	[(405,145)(375,146)] [(500,110)(460,110)(480,110)]	null null
8	[(395,146)(365,146)] [(500,110)(460,110)(480,110)]	null null
8	[(395,146)(364,146)] [(500,110)(460,110)(480,110)]	null null
8	[(395,146)(364,146)] [(500,110)(460,110)(480,110)]	null null
2	[(413,117)(433,117)] [(500,110)(460,110)(480,110)]	null null
2	[(413,117)(433,117)] [(500,110)(460,110)(480,110)]	null null
2	[(413,117)(433,117)] [(500,110)(460,110)(480,110)]	null null
3	[(406,124)(426,124)] [(500,110)(460,110)(480,110)]	null null
3	[(406,124)(426,124)] [(500,110)(460,110)(480,110)]	null null
3	[(406,124)(426,124)] [(500,110)(460,110)(480,110)]	null null
4	[(399,131)(419,131)] [(500,110)(460,110)(480,110)]	null null
4	[(399,131)(419,131)] [(500,110)(460,110)(480,110)]	null null
4	[(399,131)(419,131)] [(500,110)(460,110)(480,110)]	null null
5	[(392,138)(412,138)] [(500,110)(460,110)(480,110)]	null null
5	[(392,138)(412,138)] [(500,110)(460,110)(480,110)]	null null
5	[(392,138)(412,138)] [(500,110)(460,110)(480,110)]	null null
6	[(385,145)(405,145)] [(500,110)(460,110)(480,110)]	null null
6	[(385,145)(405,145)] [(500,110)(460,110)(480,110)]	null null
6	[(385,145)(405,145)] [(500,110)(460,110)(480,110)]	null null
7	[(375,146)(395,146)] [(500,110)(460,110)(480,110)]	null null
7	[(375,146)(395,146)] [(500,110)(460,110)(480,110)]	null null
7	[(375,146)(395,146)] [(500,110)(460,110)(480,110)]	null null
8	[(365,146)(385,146)] [(500,110)(460,110)(480,110)]	null null
8	[(364,146)(384,146)] [(500,110)(460,110)(480,110)]	null null
8	[(364,146)(384,146)] [(500,110)(460,110)(480,110)]	null null
2	[(413,117)(440,110)] [(480,110)(460,110)(500,110)]	null null
2	[(413,117)(440,110)] [(480,110)(460,110)(500,110)]	null null
2	[(413,117)(440,110)] [(480,110)(460,110)(500,110)]	null null
3	[(406,124)(433,117)] [(480,110)(460,110)(500,110)]	null null
3	[(406,124)(433,117)] [(480,110)(460,110)(500,110)]	null null
3	[(406,124)(433,117)] [(480,110)(460,110)(500,110)]	null null
4	[(399,131)(426,124)] [(480,110)(460,110)(500,110)]	null null
4	[(399,131)(426,124)] [(480,110)(460,110)(500,110)]	null null
4	[(399,131)(426,124)] [(480,110)(460,110)(500,110)]	null null
5	[(392,138)(419,131)] [(480,110)(460,110)(500,110)]	null null
5	[(392,138)(419,131)] [(480,110)(460,110)(500,110)]	null null
5	[(392,138)(419,131)] [(480,110)(460,110)(500,110)]	null null
6	[(385,145)(412,138)] [(480,110)(460,110)(500,110)]	null null
6	[(385,145)(412,138)] [(480,110)(460,110)(500,110)]	null null
6	[(385,145)(412,138)] [(480,110)(460,110)(500,110)]	null null
7	[(375,146)(405,145)] [(480,110)(460,110)(500,110)]	null null
7	[(375,146)(405,145)] [(480,110)(460,110)(500,110)]	null null
7	[(375,146)(405,145)] [(480,110)(460,110)(500,110)]	null null
8	[(365,146)(395,146)] [(480,110)(460,110)(500,110)]	null null
8	[(364,146)(395,146)] [(480,110)(460,110)(500,110)]	null null
8	[(364,146)(395,146)] [(480,110)(460,110)(500,110)]	null null
2	[(433,117)(413,117)] [(480,110)(500,110)(460,110)]	null null
2	[(433,117)(413,117)] [(480,110)(500,110)(460,110)]	null null
2	[(433,117)(413,117)] [(480,110)(500,110)(460,110)]	null null
3	[(426,124)(406,124)] [(480,110)(500,110)(460,110)]	null null
3	[(426,124)(406,124)] [(480,110)(500,110)(460,110)]	null null
3	[(426,124)(406,124)] [(480,110)(500,110)(460,110)]	null null
4	[(419,131)(399,131)] [(480,110)(500,110)(460,110)]	null null
4	[(419,131)(399,131)] [(480,110)(500,110)(460,110)]	null null
4	[(419,131)(399,131)] [(480,110)(500,110)(460,110)]	null null
5	[(412,138)(392,138)] [(480,110)(500,110)(460,110)]	null null
5	[(412,138)(392,138)] [(480,110)(500,110)(460,110)]	null null
5	[(412,138)(392,138)] [(480,110)(500,110)(460,110)]	null null
6	[(405,145)(385,145)] [(480,110)(500,110)(460,110)]	null null
6	[(405,145)(385,145)] [(480,110)(500,110)(460,110)]	null null
6	[(405,145)(385,145)] [(480,110)(500,110)(460,110)]	null null
7	[(395,146)(375,146)] [(480,110)(500,110)(460,110)]	null null
7	[(395,146)(375,146)] [(480,110)(500,110)(460,110)]	null null
7	[(395,146)(375,146)] [(480,110)(500,110)(460,110)]	null null
8	[(385,146)(365,146)] [(480,110)(500,110)(460,110)]	null null
8	[(384,146)(364,146)] [(480,110)(500,110)(460,110)]	null null
8	[(384,146)(364,146)] [(480,110)(500,110)(460,110)]	null null
2	[(413,117)(433,117)] [(480,110)(460,110)(500,110)]	null null
2	[(413,117)(433,117)] [(480,110)(460,110)(500,110)]	null null
2	[(413,117)(433,117)] [(480,110)(460,110)(500,110)]	null null
3	[(406,124)(426,124)] [(480,110)(460,110)(500,110)]	null null
3	[(406,124)(426,124)] [(480,110)(460,110)(500,110)]	null null
3	[(406,124)(426,124)] [(480,110)(460,110)(500,110)]	null null
4	[(399,131)(419,131)] [(480,110)(460,110)(500,110)]	null null
4	[(399,131)(419,131)] [(480,110)(460,110)(500,110)]	null null
4	[(399,131)(419,131)] [(480,110)(460,110)(500,110)]	null null
5	[(392,138)(412,138)] [(480,110)(460,110)(500,110)]	null null
5	[(392,138)(412,138)] [(480,110)(460,110)(500,110)]	null null
5	[(392,138)(412,138)] [(480,110)(460,110)(500,110)]	null null
6	[(385,145)(405,145)] [(480,110)(460,110)(500,110)]	null null
6	[(385,145)(405,145)] [(480,110)(460,110)(500,110)]	null null
6	[(385,145)(405,145)] [(480,110)(460,110)(500,110)]	null null
7	[(375,146)(395,146)] [(480,110)(460,110)(500,110)]	null null
7	[(375,146)(395,146)] [(480,110)(460,110)(500,110)]	null null
7	[(375,146)(395,146)] [(480,110)(460,110)(500,110)]	null null
8	[(365,146)(385,146)] [(480,110)(460,110)(500,110)]	null null
8	[(364,146)(384,146)] [(480,110)(460,110)(500,110)]	null null
8	[(364,146)(384,146)] [(480,110)(460,110)(500,110)]	null null
2	[(433,117)(413,117)] [(460,110)(500,110)(480,110)]	null null
2	[(433,117)(413,117)] [(460,110)(500,110)(480,110)]	null null
2	[(433,117)(413,117)] [(460,110)(500,110)(480,110)]	null null
3	[(426,124)(406,124)] [(460,110)(500,110)(480,110)]	null null
3	[(426,124)(406,124)] [(460,110)(500,110)(480,110)]	null null
3	[(426,124)(406,124)] [(460,110)(500,110)(480,110)]	null null
4	[(419,131)(399,131)] [(460,110)(500,110)(480,110)]	null null
4	[(419,131)(399,131)] [(460,110)(500,110)(480,110)]	null null
4	[(419,131)(399,131)] [(460,110)(500,110)(480,110)]	null null
5	[(412,138)(392,138)] [(460,110)(500,110)(480,110)]	null null
5	[(412,138)(392,138)] [(460,110)(500,110)(480,110)]	null null
5	[(412,138)(392,138)] [(460,110)(500,110)(480,110)]	null null
6	[(405,145)(385,145)] [(460,110)(500,110)(480,110)]	null null
6	[(405,145)(385,145)] [(460,110)(500,110)(480,110)]	null null
6	[(405,145)(385,145)] [(460,110)(500,110)(480,110)]	null null
7	[(395,146)(375,146)] [(460,110)(500,110)(480,110)]	null null
7	[(395,146)(375,146)] [(460,110)(500,110)(480,110)]	null null
7	[(395,146)(375,146)] [(460,110)(500,110)(480,110)]	null null
