Total nodes: 118   Frontiers: 3   Edges: 133
Nodes degrees
   (663,237)    15
   [649,270]    4
   [649,280]    4
   [646,289]    4
   [664,294]    3
   [654,294]    3
   [644,294]    3
   [672,300]    3
   [648,301]    3
   (230,446)    3
   [656,306]    3
   [666,306]    3
   [676,306]    3
   [648,311]    3
   [642,319]    3
   [624,325]    3
   [634,325]    3
   [592,381]    2
   [533,187]    2
   [524,253]    2
   [589,382]    2
   [569,385]    2
   [570,384]    2
   [666,388]    2
   [556,387]    2
   [664,385]    2
   [582,387]    2
   [562,392]    2
   [664,395]    2
   [570,394]    2
   [524,263]    2
   [526,194]    2
   [556,397]    2
   [582,397]    2
   [666,398]    2
   [662,404]    2
   [570,404]    2
   [525,273]    2
   [585,406]    2
   [666,408]    2
   [577,407]    2
   [655,411]    2
   [586,409]    2
   [532,280]    2
   [524,203]    2
   [585,416]    2
   [593,416]    2
   [556,287]    2
   [566,287]    2
   [666,418]    2
   [648,418]    2
   [538,288]    2
   [536,288]    2
   [576,287]    2
   [546,288]    2
   [630,423]    2
   [620,423]    2
   [610,423]    2
   [576,291]    2
   [600,423]    2
   [640,423]    2
   [528,294]    2
   [666,428]    2
   [568,295]    2
   [558,295]    2
   [548,295]    2
   [538,295]    2
   [528,295]    2
   [585,426]    2
   [595,426]    2
   [605,426]    2
   [538,298]    2
   [612,432]    2
   [533,301]    2
   [524,213]    2
   [621,435]    2
   [631,435]    2
   [650,437]    2
   [527,303]    2
   [641,435]    2
   [538,308]    2
   [540,308]    2
   [665,438]    2
   [658,442]    2
   [527,313]    2
   [546,316]    2
   [538,318]    2
   [531,321]    2
   [524,223]    2
   [552,323]    2
   [614,325]    2
   [594,325]    2
   [604,325]    2
   [538,328]    2
   [559,330]    2
   [586,331]    2
   [579,338]    2
   [566,337]    2
   [524,233]    2
   [573,344]    2
   [572,345]    2
   [573,354]    2
   [572,355]    2
   [524,243]    2
   [573,364]    2
   [572,365]    2
   [578,367]    2
   [575,370]    2
   [586,373]    2
   [568,372]    2
   [570,374]    2
   [582,377]    2
   [666,378]    2
   [585,376]    2
   [576,378]    2
   [561,379]    2
   (264,415)    1
   [540,180]    1
Max: 15   Min: 1   Avg: 2
Degree computed in 1 ms

Closeness centrality:
   [614,325]    2,404
   [624,325]    2,364
   [634,325]    2,325
   [642,319]    2,285
   [648,311]    2,246
   [648,301]    2,208
   [656,306]    2,172
   [666,306]    2,134
   [676,306]    2,097
   [672,300]    2,071
   [664,294]    2,035
   [654,294]    2
   [644,294]    1,965
   (663,237)    1,958
   [646,289]    1,946
   (230,446)    1,946
   [649,270]    1,946
   (264,415)    1,946
   [649,280]    1,946
Closeness computed in 724 ms

Betweenness centrality:
   [614,325]    1899
   [624,325]    1817
   [634,325]    1733
   [642,319]    1545
   [648,311]    1456
   [648,301]    1365
   [656,306]    1274
   [666,306]    1177
   [676,306]    1080
   [672,300]    982
   [664,294]    882
   [654,294]    780
   [644,294]    676
   [646,289]    570
   (230,446)    348
   [649,270]    241
   [649,280]    117
   (663,237)    0
   (264,415)    0
Betweenness computed in 52 ms
