Total nodes: 41   Frontiers: 13   Edges: 71
Nodes degrees
   [456,336]    14
   (331,361)    12
   [447,332]    8
   (365,252)    8
   (567,392)    7
   [437,332]    7
   [428,329]    6
   [422,323]    6
   [422,313]    5
   [422,303]    5
   (575,361)    5
   [426,295]    4
   [444,272]    3
   [451,265]    3
   (265,263)    3
   [433,288]    3
   [440,281]    3
   [465,251]    2
   [540,203]    2
   [530,203]    2
   [563,187]    2
   [507,231]    2
   [497,231]    2
   [487,231]    2
   [522,208]    2
   [472,244]    2
   [556,194]    2
   [458,258]    2
   [515,215]    2
   [508,222]    2
   (215,296)    2
   [549,201]    2
   [479,237]    2
   (580,281)    1
   (633,314)    1
   (477,404)    1
   (584,293)    1
   (469,366)    1
   [570,180]    1
   (650,336)    1
   (458,388)    1
Max: 14   Min: 1   Avg: 3

Closeness centrality:
   [426,295]    1
   [433,288]    0,997
   [422,303]    0,994
   [440,281]    0,988
   [422,313]    0,981
   [444,272]    0,979
   [422,323]    0,964
   [451,265]    0,961
   [428,329]    0,938
   [458,258]    0,936
   [465,251]    0,907
   [437,332]    0,904
   [472,244]    0,873
   [447,332]    0,861
   [479,237]    0,837
   [456,336]    0,811
   [487,231]    0,797
   [497,231]    0,756
   [507,231]    0,713
   [508,222]    0,674
   [515,215]    0,63
   (458,388)    0,623
   (469,366)    0,589
   [522,208]    0,587
   [530,203]    0,546
   [540,203]    0,503
   [549,201]    0,464
   [556,194]    0,424
   (365,252)    0,409
   [563,187]    0,385
   (331,361)    0,384
   (477,404)    0,364
   [570,180]    0,347
   (575,361)    0,203
   (584,293)    0,153
   (580,281)    0,151
   (567,392)    0,126
   (633,314)    0,086
   (650,336)    0,073
   (265,263)    0,043
   (215,296)    0

Betweenness centrality:
   [451,265]    1
   [426,295]    0,995
   [433,288]    0,992
   [440,281]    0,984
   [422,323]    0,979
   [458,258]    0,977
   [444,272]    0,974
   [465,251]    0,948
   [428,329]    0,948
   [422,303]    0,93
   [437,332]    0,927
   [422,313]    0,917
   [472,244]    0,914
   [479,237]    0,875
   [447,332]    0,857
   [487,231]    0,831
   [456,336]    0,82
   [497,231]    0,781
   [507,231]    0,727
   [508,222]    0,667
   [515,215]    0,602
   [522,208]    0,531
   [530,203]    0,456
   [540,203]    0,375
   [549,201]    0,289
   [556,194]    0,198
   [563,187]    0,102
   (580,281)    0
   (633,314)    0
   (477,404)    0
   (584,293)    0
   (567,392)    0
   (469,366)    0
   (575,361)    0
   [570,180]    0
   (265,263)    0
   (331,361)    0
   (650,336)    0
   (458,388)    0
   (365,252)    0
   (215,296)    0
